global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
9276.257983633428	n/a	n/a	86048962.1789229	11281.188261307405	n/a	n/a	127265208.58706	7077.127827603943	n/a	50085738.2882461	n/a	7099.176431739737	13252.744794851638	n/a	n/a	n/a	n/a	-0.2534164155	0.2333768492	-0.7800456711	0.056650039699999995	-0.1690903399	0.1733028643	-0.0096511318	-0.0197486549	0.0856023216	-0.544512867	0.3709327229	-0.21124227420000002	0.19605294469999998	-0.0568392971	-0.071347686	0.6174532328	-0.2823276033	0.36261362880000003	0.0	n/a	n/a	0.0	-0.0771783	n/a	0.005956489990890001	n/a	0.007923859999999998	n/a	6.278755729959996e-05	n/a	0.00227211	n/a	5.1624838521e-06	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0
9193.819861420046	-82.43812221338158	6796.043994068436	84526323.64424172	10905.531052773045	-375.6572085343596	141118.33832382734	118930607.54299717	7073.716428979851	-3.4113986240918166	50037464.11761946	11.63764057245554	7089.31932547092	13219.89559261624	1.295166	66.630363	0.13544421740930002	0.0914904	-0.2828640926	-0.16339916359999998	-0.3253288302	-0.1370340223	-0.1568941911	0.2950116424	0.053056564400000006	0.0226766554	0.1166371311	-0.1430618159	0.137052552	-0.1796682423	0.2940881084	0.0543915418	0.0096441712	0.2027548446	-0.0196870606	0.0656540142	-2.74093e-08	-2.74093e-08	7.5126972649e-16	7.5126972649e-16	-0.0187855	0.058392800000000016	0.00035289501025	0.003409719091840001	0.015407399999999996	0.00748354	0.00023738797475999994	5.60033709316e-05	0.0008807529999999999	-0.0013913570000000002	7.757258470089997e-07	1.935874301449e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9185.030383039291	-8.7894783807551	77.25493020576128	84364783.13735491	10793.435405344484	-112.09564742856129	12565.434172428315	116498247.84934384	7108.546448300541	34.830019320689644	50531432.60764624	1213.1302458796138	7123.6170359307325	12962.583166303571	0.932883	47.99258	0.071947612513	0.042204000000000005	-0.24417882059999999	-0.1117312416	-0.1714697841	-0.2186250545	-0.23209116670000002	0.10435690869999999	0.055309297199999996	-0.16195069980000001	0.10416366699999999	0.13301936960000002	0.0686347238	-0.2355070296	0.08215854	0.056873969800000014	-0.1800978381	-0.050762117	0.1419816667	0.0809421408	3.51037e-08	6.2513e-08	3.907875169e-15	1.23226975369e-15	-0.0467054	-0.0279199	0.00218139438916	0.0007795208160099999	0.0328372	0.0174298	0.00107828170384	0.00030379792804	0.00141271	0.0005319570000000001	1.9957495441e-06	2.8297824984900014e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9134.137069320494	-50.8933137187978	2590.1293812799718	83432460.00113477	10658.488450256864	-134.94695508762015	18210.68068742017	113603376.04425897	7082.875297548048	-25.671150752492395	50167122.48061635	659.0079809571909	7097.096466001977	12712.157843776273	0.929627	47.825031	0.0433014047455	0.027960900000000004	-0.15088431759999998	-0.1596227765	-0.0253182411	-0.2295753785	-0.1386096315	0.1850849	0.021892071699999998	-0.0956611663	0.0315498398	0.0376404799	-0.1341640019	-0.1471541562	0.16611094880000002	0.0354736804	-0.08851574300000001	-0.0618914869	0.0423471993	-0.130217683	3.0358200000000004e-08	-4.7454999999999944e-09	2.2519770249999948e-17	9.216203072400002e-16	-0.0223835	0.024321900000000004	0.0005010210722500001	0.0005915548196100001	0.0222822	-0.010554999999999995	0.0004964964368400001	0.00011140802499999987	0.0015812	0.0001684900000000001	2.5001934399999997e-06	2.838888010000003e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9148.194589133409	14.057519812915414	197.61386329050944	83689464.24064977	10612.762624374744	-45.725825882120255	2090.8511526019793	112630730.52132548	7079.295233750026	-3.5800637980228203	50116421.00659583	12.81685679791358	7093.4592897358325	12590.70727210038	0.879893	45.266468	0.071006920932461	0.0449015	-0.1253684008	-0.1908985848	0.024988422799999997	-0.2858735746	-0.1080396272	0.23045412989999997	0.018128176699999998	-0.010661150800000001	-0.0213928656	0.0326280107	-0.0707538512	-0.1154488992	0.21671907170000002	0.0305358869	-0.021573878799999998	-0.08110556049999999	0.0180320128	-0.1012686551	-5.742609999999999e-10	-3.0932461000000007e-08	9.568171435165214e-16	3.2977569612099995e-19	0.00399404	0.02637754	1.59523555216e-05	0.0006957746164516001	0.012626299999999998	-0.009655900000000005	0.00015942345168999995	9.323640481000008e-05	0.0008817309999999999	-0.0006994690000000003	7.774495563609999e-07	4.892568819610004e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9134.360456800909	-13.834132332500305	191.38321739313025	83436540.95476809	10570.0041705314	-42.758453843343894	1828.2853750733696	111724988.16505118	7066.169944934511	-13.125288815514978	49930757.69069578	172.27320649068255	7080.273074206741	12800.233476551764	0.984086	50.62669	0.163799866264139	0.104283	-0.1977864197	-0.1042407618	0.0929638627	-0.2085740382	-0.09711006289999999	0.1441831539	0.12397508980000001	-0.11009154539999999	0.0495087763	0.1699369661	0.0157550341	-0.0978363846	0.12141272439999999	0.127449197	-0.1105745133	-0.1538110874	0.14893159279999998	-0.0225082619	-7.683839999999997e-08	-7.626413899999999e-08	5.816218897411319e-15	5.904139714559998e-15	-0.0747192	-0.07871324	0.00558295884864	0.0061957741512976006	0.0319324	0.019306099999999996	0.00101967816976	0.00037272549721	0.00219734	0.001315609	4.8283030756e-06	1.730827040881e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9110.318726911579	-24.041729889329872	578.0047760714973	82997907.3059158	10548.404953327952	-21.59921720344755	466.5261838017047	111268847.05939367	7056.542710820572	-9.627234113938355	49794795.02963495	92.68363668457846	7068.855845798997	12746.967635469982	0.952903	49.022488	0.1311445914845	0.08618249999999998	-0.12096461550000001	-0.1909558286	0.11724584460000001	-0.2716324715	-0.0604370904	0.23788229190000001	0.0819250961	-0.0269088488	-0.170911217	0.0811935463	-0.0805976424	-0.0685820831	0.2166456486	0.10324732800000001	-0.007460843399999998	-0.21559926850000002	-0.0800385193	-0.117422432	-6.53539e-08	1.1484499999999986e-08	1.3189374024999966e-16	4.2711322452099995e-15	0.00120078	0.07591998	1.4418726084000004e-06	0.0057638433632004	0.0136293	-0.0183031	0.00018575781849	0.00033500346961000003	0.0014589099999999995	-0.0007384300000000004	2.1284183880999986e-06	5.452788649000006e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9113.327264194595	3.008537283016267	9.0512965832989	83052733.82431254	10548.576172827848	0.17121949989632412	0.02931611714474733	111272459.27395144	7055.798861378508	-0.7438494420639472	49784297.57223026	0.5533119924588455	7068.1347251738025	12694.688020769629	0.852215	43.842564	0.0597438816588	0.044954900000000006	-0.1188458278	-0.227504079	0.11406875720000001	-0.2639427864	-0.0622069295	0.2267030059	0.0627687524	-0.07044141940000001	-0.124873195	0.08294320990000001	-0.0441705788	-0.0682196515	0.21357220329999999	0.0812188657	-0.0369019776	-0.1982973702	-0.031563529300000004	-0.09179502630000001	-6.36951e-08	1.6588000000000042e-09	2.7516174400000138e-18	4.05706576401e-15	-0.017987099999999995	-0.019187879999999997	0.0003235357664099998	0.00036817473889439963	0.013397799999999998	-0.00023150000000000254	0.00017950104483999995	5.359225000000117e-08	0.0022654	0.0008064900000000004	5.13203716e-06	6.504261201000006e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8992.857487745601	-120.4697764489938	14512.96703767054	80871485.79490213	10460.985865534794	-87.59030729305414	7672.061931691653	109432225.27891876	7000.462520510011	-55.336340868497246	49006475.50106537	3062.1106207145185	7016.680151908392	11981.316754789988	1.828223	94.053719	0.6432407112049	0.555361	0.3688296436	0.24968627989999997	0.2069602856	0.1870985944	0.5135737826	-0.2386540211	0.37862585229999995	-0.6041967974	0.1527964627	-0.23182342530000002	-0.14531964619999999	0.5232922681000001	-0.2263027091	0.3449747468	-0.6275798783	0.2185467184	-0.08145649940000001	-0.1884070506	-7.44749e-05	-7.44112049e-05	5.537027414669785e-09	5.546510730010001e-09	-0.032968800000000006	-0.014981700000000013	0.0010869417734400003	0.00022445133489000033	0.0861699	0.07277209999999999	0.007425251666009999	0.005295778538409999	0.013162900000000005	0.010897500000000004	0.00017326193641000013	0.0001187555062500001	-0.00021075	-0.00021075	4.44155625e-08	4.44155625e-08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
9072.904346208636	80.04685846303437	6407.499549801058	82317593.27545156	10571.858580761696	110.87271522690209	12292.758981785722	111764193.85162473	7046.1247023447995	45.662181834788505	49647873.32099359	2085.034849913289	7059.757139682735	11943.295066856486	1.448009	74.493408	0.317372875463858	0.239274	0.4345788415	0.2052562468	0.0890518966	0.20660450870000002	0.2859296303	-0.1170719805	-0.4551180932	-0.0376010052	-0.5614643810000001	-0.2290870297	0.35987993259999995	0.2887825709	-0.0815319432	-0.46958779100000003	0.0585320622	-0.1487209556	-0.6015297843999999	0.22172907030000005	5.63858e-10	7.447546385799999e-05	5.5465947168642645e-09	3.179358441640001e-19	0.200161	0.23312979999999997	0.040064425920999985	0.05434950364804	0.114011	0.027841099999999997	0.012998508120999995	0.0007751268492099996	0.0122471	-0.0009158000000000047	0.00014999145841000002	8.386896400000088e-07	-0.0	0.00021075	0.0	4.44155625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
